sample time,delay time
2.149999999999999911e+00,1.719827139305609941e+09
2.200000000000000178e+00,1.719827139337623835e+09
2.250000000000000000e+00,1.719827139368705034e+09
2.300000000000000266e+00,1.719827139400730371e+09
2.350000000000000089e+00,1.719827139446902275e+09
2.400000000000000355e+00,1.719827139477902174e+09
2.450000000000000178e+00,1.719827139508677959e+09
2.500000000000000000e+00,1.719827139539697409e+09
2.550000000000000266e+00,1.719827139571818590e+09
2.600000000000000089e+00,1.719827139603828430e+09
2.650000000000000355e+00,1.719827139634036541e+09
2.700000000000000178e+00,1.719827139680632830e+09
2.750000000000000000e+00,1.719827139710863829e+09
2.800000000000000266e+00,1.719827139742878199e+09
2.850000000000000089e+00,1.719827139774935722e+09
2.900000000000000355e+00,1.719827139807600737e+09
2.950000000000000178e+00,1.719827139839628220e+09
3.000000000000000000e+00,1.719827139871659517e+09
3.050000000000000266e+00,1.719827139902878284e+09
3.100000000000000089e+00,1.719827139934384346e+09
3.150000000000000355e+00,1.719827139980826139e+09
3.200000000000000178e+00,1.719827140012831926e+09
3.250000000000000000e+00,1.719827140044847965e+09
3.300000000000000266e+00,1.719827140076962471e+09
3.350000000000000089e+00,1.719827140108123064e+09
3.400000000000000355e+00,1.719827140141139030e+09
3.450000000000000178e+00,1.719827140173160791e+09
3.500000000000000000e+00,1.719827140204171658e+09
3.550000000000000266e+00,1.719827140237190247e+09
3.600000000000000089e+00,1.719827140266426325e+09
3.650000000000000355e+00,1.719827140314464092e+09
3.700000000000000178e+00,1.719827140347151279e+09
3.750000000000000000e+00,1.719827140376167774e+09
3.800000000000000266e+00,1.719827140409187555e+09
3.850000000000000089e+00,1.719827140439205885e+09
3.900000000000000355e+00,1.719827140470224380e+09
3.950000000000000178e+00,1.719827140502241850e+09
4.000000000000000000e+00,1.719827140546728849e+09
4.049999999999999822e+00,1.719827140579944372e+09
4.100000000000000533e+00,1.719827140610696077e+09
4.150000000000000355e+00,1.719827140641710043e+09
4.200000000000000178e+00,1.719827140673727989e+09
4.250000000000000000e+00,1.719827140704753876e+09
4.299999999999999822e+00,1.719827140735055685e+09
4.350000000000000533e+00,1.719827140780493736e+09
4.400000000000000355e+00,1.719827140810647011e+09
4.450000000000000178e+00,1.719827140841850996e+09
4.500000000000000000e+00,1.719827140873624325e+09
4.549999999999999822e+00,1.719827140904645681e+09
4.600000000000000533e+00,1.719827140937676907e+09
4.650000000000000355e+00,1.719827140967859983e+09
4.700000000000000178e+00,1.719827140999860287e+09
4.750000000000000000e+00,1.719827141045919895e+09
4.800000000000000711e+00,1.719827141077821255e+09
4.850000000000000533e+00,1.719827141108827353e+09
4.900000000000000355e+00,1.719827141139873028e+09
4.950000000000000178e+00,1.719827141171893835e+09
5.000000000000000000e+00,1.719827141203927279e+09
5.050000000000000711e+00,1.719827141234856367e+09
5.100000000000000533e+00,1.719827141267988443e+09
5.150000000000000355e+00,1.719827141314159632e+09
5.200000000000000178e+00,1.719827141345510483e+09
5.250000000000000000e+00,1.719827141375509501e+09
5.300000000000000711e+00,1.719827141407514572e+09
5.350000000000000533e+00,1.719827141438528538e+09
5.400000000000000355e+00,1.719827141469287634e+09
5.450000000000000178e+00,1.719827141501293898e+09
5.500000000000000000e+00,1.719827141533293962e+09
5.550000000000000711e+00,1.719827141581294775e+09
5.600000000000000533e+00,1.719827141613295317e+09
5.650000000000000355e+00,1.719827141645295620e+09
5.700000000000000178e+00,1.719827141676007986e+09
5.750000000000000000e+00,1.719827141708026886e+09
5.800000000000000711e+00,1.719827141738883018e+09
5.850000000000000533e+00,1.719827141770966291e+09
5.900000000000000355e+00,1.719827141802967787e+09
5.950000000000000178e+00,1.719827141834998369e+09
6.000000000000000000e+00,1.719827141867564201e+09
6.050000000000000711e+00,1.719827141914523840e+09
6.100000000000000533e+00,1.719827141947589874e+09
6.150000000000000355e+00,1.719827141978589773e+09
6.200000000000000178e+00,1.719827142011589527e+09
6.250000000000000000e+00,1.719827142042665243e+09
6.300000000000000711e+00,1.719827142075666428e+09
6.350000000000000533e+00,1.719827142105676651e+09
6.400000000000000355e+00,1.719827142137716293e+09
6.450000000000000178e+00,1.719827142169113159e+09
6.500000000000000000e+00,1.719827142215354204e+09
6.550000000000000711e+00,1.719827142246917486e+09
6.600000000000000533e+00,1.719827142277523756e+09
6.650000000000000355e+00,1.719827142309193373e+09
6.700000000000000178e+00,1.719827142339193821e+09
6.750000000000000000e+00,1.719827142371194601e+09
6.800000000000000711e+00,1.719827142403194666e+09
6.850000000000000533e+00,1.719827142435210228e+09
6.900000000000000355e+00,1.719827142468143940e+09
6.950000000000000178e+00,1.719827142515177727e+09
7.000000000000000000e+00,1.719827142545801401e+09
7.050000000000000711e+00,1.719827142574889183e+09
7.100000000000000533e+00,1.719827142606168509e+09
7.150000000000000355e+00,1.719827142637192011e+09
7.200000000000000178e+00,1.719827142669205904e+09
7.250000000000000000e+00,1.719827142714204788e+09
7.300000000000000711e+00,1.719827142745340347e+09
7.350000000000000533e+00,1.719827142776346207e+09
7.400000000000000355e+00,1.719827142808363914e+09
7.450000000000000178e+00,1.719827142839377880e+09
7.500000000000000000e+00,1.719827142870378017e+09
7.550000000000000711e+00,1.719827142900376797e+09
7.600000000000000533e+00,1.719827142947083950e+09
7.650000000000000355e+00,1.719827142978536844e+09
7.700000000000000178e+00,1.719827143008768082e+09
7.750000000000000000e+00,1.719827143040805340e+09
7.800000000000000711e+00,1.719827143071803570e+09
7.850000000000000533e+00,1.719827143103810310e+09
7.900000000000000355e+00,1.719827143136835337e+09
7.950000000000000178e+00,1.719827143167844534e+09
8.000000000000000000e+00,1.719827143214855671e+09
8.050000000000000711e+00,1.719827143246878624e+09
8.099999999999999645e+00,1.719827143277990580e+09
8.150000000000000355e+00,1.719827143309991121e+09
8.200000000000001066e+00,1.719827143341990709e+09
8.250000000000000000e+00,1.719827143372997046e+09
8.300000000000000711e+00,1.719827143404997826e+09
8.349999999999999645e+00,1.719827143436002016e+09
8.400000000000000355e+00,1.719827143467859983e+09
8.450000000000001066e+00,1.719827143513878107e+09
8.500000000000000000e+00,1.719827143545842886e+09
8.550000000000000711e+00,1.719827143576542616e+09
8.599999999999999645e+00,1.719827143608552694e+09
8.650000000000000355e+00,1.719827143640593052e+09
8.700000000000001066e+00,1.719827143673595667e+09
8.750000000000000000e+00,1.719827143702777147e+09
8.800000000000000711e+00,1.719827143734926224e+09
8.849999999999999645e+00,1.719827143781644344e+09
8.900000000000000355e+00,1.719827143812889338e+09
8.950000000000001066e+00,1.719827143844918728e+09
9.000000000000000000e+00,1.719827143877930641e+09
9.050000000000000711e+00,1.719827143908317089e+09
9.099999999999999645e+00,1.719827143939370155e+09
9.150000000000000355e+00,1.719827143971339941e+09
9.200000000000001066e+00,1.719827144003366232e+09
9.250000000000000000e+00,1.719827144034687519e+09
9.300000000000000711e+00,1.719827144081249237e+09
9.349999999999999645e+00,1.719827144110400915e+09
9.400000000000000355e+00,1.719827144142451763e+09
9.450000000000001066e+00,1.719827144174465179e+09
9.500000000000000000e+00,1.719827144206336737e+09
9.550000000000000711e+00,1.719827144236529589e+09
9.600000000000001421e+00,1.719827144268793821e+09
9.650000000000000355e+00,1.719827144315129995e+09
9.700000000000001066e+00,1.719827144347011328e+09
9.750000000000000000e+00,1.719827144378203869e+09
9.800000000000000711e+00,1.719827144411239386e+09
9.850000000000001421e+00,1.719827144442296982e+09
9.900000000000000355e+00,1.719827144473316669e+09
9.950000000000001066e+00,1.719827144504163265e+09
1.000000000000000000e+01,1.719827144533377886e+09
1.005000000000000071e+01,1.719827144581964731e+09
1.010000000000000142e+01,1.719827144613990545e+09
1.015000000000000036e+01,1.719827144645034313e+09
1.020000000000000107e+01,1.719827144676079035e+09
1.025000000000000000e+01,1.719827144707099438e+09
1.030000000000000071e+01,1.719827144739107847e+09
1.035000000000000142e+01,1.719827144770452976e+09
1.040000000000000036e+01,1.719827144802485228e+09
1.045000000000000107e+01,1.719827144847712517e+09
1.050000000000000000e+01,1.719827144879974604e+09
1.055000000000000071e+01,1.719827144910660982e+09
1.060000000000000142e+01,1.719827144941584110e+09
1.065000000000000036e+01,1.719827144973464489e+09
1.070000000000000107e+01,1.719827145004900932e+09
1.075000000000000000e+01,1.719827145033929586e+09
1.080000000000000071e+01,1.719827145081125021e+09
1.085000000000000142e+01,1.719827145113124847e+09
1.090000000000000036e+01,1.719827145145149946e+09
1.095000000000000107e+01,1.719827145176430702e+09
1.100000000000000000e+01,1.719827145208120823e+09
1.105000000000000071e+01,1.719827145240142584e+09
1.110000000000000142e+01,1.719827145270007133e+09
1.115000000000000036e+01,1.719827145302028179e+09
1.120000000000000107e+01,1.719827145348046541e+09
1.125000000000000000e+01,1.719827145381143332e+09
1.130000000000000071e+01,1.719827145411273718e+09
1.135000000000000142e+01,1.719827145443281889e+09
1.140000000000000036e+01,1.719827145473516464e+09
1.145000000000000107e+01,1.719827145505439281e+09
1.150000000000000000e+01,1.719827145537132740e+09
1.155000000000000071e+01,1.719827145582134247e+09
1.160000000000000142e+01,1.719827145613142729e+09
1.165000000000000036e+01,1.719827145645148754e+09
1.170000000000000107e+01,1.719827145677149296e+09
1.175000000000000000e+01,1.719827145707149506e+09
1.180000000000000071e+01,1.719827145737175226e+09
1.185000000000000142e+01,1.719827145767198324e+09
1.190000000000000036e+01,1.719827145815282106e+09
1.195000000000000107e+01,1.719827145846629381e+09
1.200000000000000000e+01,1.719827145876915455e+09
1.205000000000000071e+01,1.719827145908665895e+09
1.210000000000000142e+01,1.719827145940735817e+09
1.215000000000000036e+01,1.719827145970745087e+09
1.220000000000000107e+01,1.719827146003773689e+09
1.225000000000000000e+01,1.719827146047792196e+09
1.230000000000000071e+01,1.719827146078586817e+09
1.235000000000000142e+01,1.719827146110173941e+09
1.240000000000000036e+01,1.719827146142208338e+09
1.245000000000000107e+01,1.719827146172395229e+09
1.250000000000000000e+01,1.719827146203708172e+09
1.255000000000000071e+01,1.719827146234498262e+09
1.260000000000000142e+01,1.719827146281545162e+09
1.265000000000000036e+01,1.719827146311811924e+09
1.270000000000000107e+01,1.719827146343254805e+09
1.275000000000000000e+01,1.719827146375117302e+09
1.280000000000000071e+01,1.719827146408152580e+09
1.285000000000000142e+01,1.719827146437158823e+09
1.290000000000000036e+01,1.719827146469158649e+09
1.295000000000000107e+01,1.719827146501159668e+09
1.300000000000000000e+01,1.719827146548166513e+09
1.305000000000000071e+01,1.719827146579977036e+09
1.310000000000000142e+01,1.719827146611994505e+09
1.315000000000000036e+01,1.719827146642761707e+09
1.320000000000000107e+01,1.719827146673780441e+09
1.325000000000000000e+01,1.719827146703181982e+09
1.330000000000000071e+01,1.719827146736212492e+09
1.335000000000000142e+01,1.719827146781376600e+09
1.340000000000000036e+01,1.719827146813903570e+09
1.345000000000000107e+01,1.719827146843265772e+09
1.350000000000000000e+01,1.719827146875382185e+09
1.355000000000000071e+01,1.719827146907690287e+09
1.360000000000000142e+01,1.719827146936711311e+09
1.365000000000000036e+01,1.719827146966812372e+09
1.370000000000000107e+01,1.719827147014846802e+09
1.375000000000000000e+01,1.719827147046832800e+09
1.380000000000000071e+01,1.719827147076149702e+09
1.385000000000000142e+01,1.719827147106200695e+09
1.390000000000000036e+01,1.719827147137553930e+09
1.395000000000000107e+01,1.719827147170638561e+09
1.400000000000000000e+01,1.719827147200642586e+09
1.405000000000000071e+01,1.719827147247063398e+09
1.410000000000000142e+01,1.719827147279066086e+09
1.415000000000000036e+01,1.719827147311064482e+09
1.420000000000000107e+01,1.719827147342064857e+09
1.425000000000000000e+01,1.719827147375099897e+09
1.430000000000000071e+01,1.719827147406619787e+09
1.435000000000000142e+01,1.719827147437619209e+09
1.440000000000000036e+01,1.719827147469633102e+09
1.445000000000000107e+01,1.719827147501641273e+09
1.450000000000000000e+01,1.719827147534642220e+09
1.455000000000000071e+01,1.719827147582657576e+09
1.460000000000000142e+01,1.719827147613656759e+09
1.465000000000000036e+01,1.719827147645670414e+09
1.470000000000000107e+01,1.719827147676873922e+09
1.475000000000000000e+01,1.719827147707722664e+09
1.480000000000000071e+01,1.719827147739103556e+09
1.485000000000000142e+01,1.719827147771654367e+09
1.490000000000000036e+01,1.719827147801836729e+09
1.495000000000000107e+01,1.719827147834512472e+09
1.500000000000000000e+01,1.719827147879530668e+09
1.505000000000000071e+01,1.719827147912544250e+09
1.510000000000000142e+01,1.719827147942159653e+09
1.515000000000000036e+01,1.719827147975184441e+09
1.520000000000000107e+01,1.719827148006325722e+09
1.525000000000000000e+01,1.719827148036938429e+09
1.530000000000000071e+01,1.719827148068361759e+09
1.535000000000000142e+01,1.719827148113385439e+09
1.540000000000000036e+01,1.719827148146189928e+09
1.545000000000000107e+01,1.719827148177299976e+09
1.550000000000000000e+01,1.719827148207334757e+09
1.555000000000000071e+01,1.719827148240391970e+09
1.560000000000000142e+01,1.719827148272392511e+09
1.565000000000000036e+01,1.719827148302640438e+09
1.570000000000000107e+01,1.719827148347580910e+09
1.575000000000000000e+01,1.719827148380596161e+09
1.580000000000000071e+01,1.719827148411603212e+09
1.585000000000000142e+01,1.719827148444629908e+09
1.590000000000000036e+01,1.719827148475489378e+09
1.595000000000000107e+01,1.719827148507529736e+09
1.600000000000000000e+01,1.719827148538589716e+09
1.605000000000000071e+01,1.719827148570591450e+09
1.610000000000000142e+01,1.719827148602658033e+09
1.615000000000000213e+01,1.719827148633684635e+09
1.619999999999999929e+01,1.719827148681678057e+09
1.625000000000000000e+01,1.719827148713692665e+09
1.630000000000000071e+01,1.719827148745128870e+09
1.635000000000000142e+01,1.719827148776530027e+09
1.640000000000000213e+01,1.719827148807751656e+09
1.644999999999999929e+01,1.719827148837718487e+09
1.650000000000000000e+01,1.719827148869735956e+09
1.655000000000000071e+01,1.719827148900751829e+09
1.660000000000000142e+01,1.719827148947791815e+09
1.665000000000000213e+01,1.719827148978806496e+09
1.669999999999999929e+01,1.719827149010421753e+09
1.675000000000000000e+01,1.719827149041713238e+09
1.680000000000000071e+01,1.719827149073899508e+09
1.685000000000000142e+01,1.719827149104073286e+09
1.690000000000000213e+01,1.719827149135734797e+09
1.694999999999999929e+01,1.719827149167757750e+09
1.700000000000000000e+01,1.719827149215830564e+09
1.705000000000000071e+01,1.719827149247831345e+09
1.710000000000000142e+01,1.719827149279831648e+09
1.715000000000000213e+01,1.719827149309831381e+09
1.719999999999999929e+01,1.719827149341857910e+09
1.725000000000000000e+01,1.719827149373878002e+09
1.730000000000000071e+01,1.719827149406000614e+09
1.735000000000000142e+01,1.719827149436650038e+09
1.740000000000000213e+01,1.719827149469673634e+09
1.744999999999999929e+01,1.719827149500678301e+09
1.750000000000000000e+01,1.719827149548717737e+09
1.755000000000000071e+01,1.719827149581788301e+09
1.760000000000000142e+01,1.719827149613793373e+09
1.765000000000000213e+01,1.719827149644806385e+09
1.769999999999999929e+01,1.719827149676810265e+09
1.775000000000000000e+01,1.719827149709010124e+09
1.780000000000000071e+01,1.719827149740025043e+09
1.785000000000000142e+01,1.719827149772119522e+09
1.790000000000000213e+01,1.719827149803626299e+09
1.794999999999999929e+01,1.719827149835532188e+09
1.800000000000000000e+01,1.719827149867537498e+09
1.805000000000000071e+01,1.719827149915348053e+09
1.810000000000000142e+01,1.719827149945355415e+09
1.815000000000000213e+01,1.719827149976935625e+09
1.819999999999999929e+01,1.719827150008872509e+09
1.825000000000000000e+01,1.719827150041903019e+09
1.830000000000000071e+01,1.719827150073913574e+09
1.835000000000000142e+01,1.719827150104948521e+09
1.840000000000000213e+01,1.719827150134965420e+09
1.844999999999999929e+01,1.719827150166977882e+09
1.850000000000000000e+01,1.719827150215003729e+09
1.855000000000000071e+01,1.719827150248029232e+09
1.860000000000000142e+01,1.719827150279096127e+09
1.865000000000000213e+01,1.719827150310132742e+09
1.869999999999999929e+01,1.719827150342362881e+09
1.875000000000000000e+01,1.719827150374392271e+09
1.880000000000000071e+01,1.719827150404683590e+09
1.885000000000000142e+01,1.719827150437734842e+09
1.890000000000000213e+01,1.719827150467905521e+09
1.894999999999999929e+01,1.719827150515119314e+09
1.900000000000000000e+01,1.719827150545588255e+09
1.905000000000000071e+01,1.719827150577588797e+09
1.910000000000000142e+01,1.719827150609589577e+09
1.915000000000000213e+01,1.719827150640724182e+09
1.920000000000000284e+01,1.719827150671814442e+09
1.925000000000000000e+01,1.719827150703841209e+09
1.930000000000000071e+01,1.719827150735261679e+09
1.935000000000000142e+01,1.719827150782445669e+09
1.940000000000000213e+01,1.719827150814467669e+09
1.945000000000000284e+01,1.719827150844423056e+09
1.950000000000000000e+01,1.719827150875916004e+09
1.955000000000000071e+01,1.719827150905992270e+09
1.960000000000000142e+01,1.719827150938236237e+09
1.965000000000000213e+01,1.719827150968471766e+09
1.970000000000000284e+01,1.719827151015003204e+09
1.975000000000000000e+01,1.719827151045008898e+09
1.980000000000000071e+01,1.719827151076002836e+09
1.985000000000000142e+01,1.719827151109003544e+09
1.990000000000000213e+01,1.719827151139676809e+09
1.995000000000000284e+01,1.719827151171685457e+09
2.000000000000000000e+01,1.719827151202761412e+09
2.005000000000000071e+01,1.719827151234790564e+09
2.010000000000000142e+01,1.719827151281979799e+09
2.015000000000000213e+01,1.719827151313999653e+09
2.020000000000000284e+01,1.719827151345035315e+09
2.025000000000000000e+01,1.719827151376908302e+09
2.030000000000000071e+01,1.719827151408333302e+09
2.035000000000000142e+01,1.719827151438359261e+09
2.040000000000000213e+01,1.719827151469704866e+09
2.045000000000000284e+01,1.719827151501715899e+09
2.050000000000000000e+01,1.719827151547834635e+09
2.055000000000000071e+01,1.719827151579843521e+09
2.060000000000000142e+01,1.719827151611849546e+09
2.065000000000000213e+01,1.719827151642996311e+09
2.070000000000000284e+01,1.719827151674463987e+09
2.075000000000000000e+01,1.719827151703463078e+09
2.080000000000000071e+01,1.719827151736497879e+09
2.085000000000000142e+01,1.719827151767907381e+09
2.090000000000000213e+01,1.719827151812430143e+09
2.095000000000000284e+01,1.719827151844358444e+09
2.100000000000000000e+01,1.719827151876389027e+09
2.105000000000000071e+01,1.719827151907541275e+09
2.110000000000000142e+01,1.719827151937552214e+09
2.115000000000000213e+01,1.719827151968890667e+09
2.120000000000000284e+01,1.719827152000938416e+09
2.125000000000000000e+01,1.719827152049294710e+09
2.130000000000000071e+01,1.719827152080355883e+09
2.135000000000000142e+01,1.719827152113358736e+09
2.140000000000000213e+01,1.719827152143371344e+09
2.145000000000000284e+01,1.719827152176383972e+09
2.150000000000000000e+01,1.719827152205781698e+09
2.155000000000000071e+01,1.719827152238795280e+09
2.160000000000000142e+01,1.719827152270813942e+09
2.165000000000000213e+01,1.719827152300887585e+09
2.170000000000000284e+01,1.719827152346911907e+09
2.175000000000000000e+01,1.719827152378912449e+09
2.180000000000000071e+01,1.719827152411030054e+09
2.185000000000000142e+01,1.719827152442049265e+09
2.190000000000000213e+01,1.719827152474470377e+09
2.195000000000000284e+01,1.719827152503798246e+09
2.200000000000000000e+01,1.719827152535250902e+09
2.205000000000000071e+01,1.719827152580588341e+09
2.210000000000000142e+01,1.719827152612609386e+09
2.215000000000000213e+01,1.719827152644623280e+09
2.220000000000000284e+01,1.719827152676481485e+09
2.225000000000000000e+01,1.719827152707528114e+09
2.230000000000000071e+01,1.719827152737528801e+09
2.235000000000000142e+01,1.719827152769532919e+09
2.240000000000000213e+01,1.719827152814586401e+09
2.245000000000000284e+01,1.719827152846801519e+09
2.250000000000000000e+01,1.719827152876571894e+09
2.255000000000000071e+01,1.719827152909594774e+09
2.260000000000000142e+01,1.719827152940837622e+09
2.265000000000000213e+01,1.719827152972681999e+09
2.270000000000000284e+01,1.719827153003772020e+09
2.275000000000000000e+01,1.719827153036794186e+09
2.280000000000000071e+01,1.719827153068800926e+09
2.285000000000000142e+01,1.719827153114808798e+09
2.290000000000000213e+01,1.719827153145809174e+09
2.295000000000000284e+01,1.719827153178804874e+09
2.300000000000000000e+01,1.719827153209821701e+09
2.305000000000000071e+01,1.719827153241858482e+09
2.310000000000000142e+01,1.719827153273886204e+09
2.315000000000000213e+01,1.719827153303026199e+09
2.320000000000000284e+01,1.719827153336041212e+09
2.325000000000000000e+01,1.719827153368067026e+09
2.330000000000000071e+01,1.719827153414042950e+09
2.335000000000000142e+01,1.719827153446036339e+09
2.340000000000000213e+01,1.719827153478062153e+09
2.345000000000000284e+01,1.719827153510059118e+09
2.350000000000000000e+01,1.719827153542117596e+09
2.355000000000000071e+01,1.719827153574123621e+09
2.360000000000000142e+01,1.719827153605138063e+09
2.365000000000000213e+01,1.719827153637155056e+09
2.370000000000000284e+01,1.719827153669184685e+09
2.375000000000000000e+01,1.719827153702279091e+09
2.380000000000000071e+01,1.719827153733286381e+09
2.385000000000000142e+01,1.719827153782067299e+09
2.390000000000000213e+01,1.719827153812117100e+09
2.395000000000000284e+01,1.719827153841849566e+09
2.400000000000000000e+01,1.719827153873849630e+09
2.405000000000000071e+01,1.719827153904850006e+09
2.410000000000000142e+01,1.719827153934850216e+09
2.415000000000000213e+01,1.719827153980961800e+09
2.420000000000000284e+01,1.719827154012769699e+09
2.425000000000000000e+01,1.719827154042989731e+09
2.430000000000000071e+01,1.719827154074701309e+09
2.435000000000000142e+01,1.719827154104714394e+09
2.440000000000000213e+01,1.719827154135725737e+09
2.445000000000000284e+01,1.719827154168070078e+09
2.450000000000000000e+01,1.719827154215204716e+09
2.455000000000000071e+01,1.719827154246341944e+09
2.460000000000000142e+01,1.719827154278618336e+09
2.465000000000000213e+01,1.719827154309962988e+09
2.470000000000000284e+01,1.719827154340972900e+09
2.475000000000000000e+01,1.719827154372415781e+09
2.480000000000000071e+01,1.719827154403500795e+09
2.485000000000000142e+01,1.719827154433508396e+09
2.490000000000000213e+01,1.719827154480399847e+09
2.495000000000000284e+01,1.719827154512060881e+09
2.500000000000000000e+01,1.719827154542067051e+09
2.505000000000000071e+01,1.719827154574080706e+09
2.510000000000000142e+01,1.719827154606160402e+09
2.515000000000000213e+01,1.719827154635795593e+09
2.520000000000000284e+01,1.719827154666795492e+09
2.525000000000000000e+01,1.719827154714795828e+09
2.530000000000000071e+01,1.719827154746809483e+09
2.535000000000000142e+01,1.719827154779829502e+09
2.540000000000000213e+01,1.719827154810843468e+09
2.545000000000000284e+01,1.719827154843883038e+09
2.550000000000000000e+01,1.719827154875908613e+09
2.555000000000000071e+01,1.719827154906945705e+09
2.560000000000000142e+01,1.719827154936957359e+09
2.565000000000000213e+01,1.719827154969960690e+09
2.570000000000000284e+01,1.719827155001965761e+09
2.575000000000000000e+01,1.719827155033993483e+09
2.580000000000000071e+01,1.719827155079034567e+09
2.585000000000000142e+01,1.719827155112061977e+09
2.590000000000000213e+01,1.719827155144062519e+09
2.595000000000000284e+01,1.719827155175061703e+09
2.600000000000000000e+01,1.719827155207185507e+09
2.605000000000000071e+01,1.719827155237359047e+09
2.610000000000000142e+01,1.719827155268336058e+09
2.615000000000000213e+01,1.719827155300428391e+09
2.620000000000000284e+01,1.719827155347139120e+09
2.625000000000000000e+01,1.719827155380154848e+09
2.630000000000000071e+01,1.719827155410406828e+09
2.635000000000000142e+01,1.719827155442420244e+09
2.640000000000000213e+01,1.719827155475285769e+09
2.645000000000000284e+01,1.719827155507291317e+09
2.650000000000000000e+01,1.719827155538064957e+09
2.655000000000000071e+01,1.719827155567286253e+09
2.660000000000000142e+01,1.719827155614087105e+09
2.665000000000000213e+01,1.719827155646099567e+09
2.670000000000000284e+01,1.719827155677308559e+09
2.675000000000000000e+01,1.719827155706562042e+09
2.680000000000000071e+01,1.719827155737748146e+09
2.685000000000000142e+01,1.719827155768879890e+09
2.690000000000000213e+01,1.719827155800873280e+09
2.695000000000000284e+01,1.719827155848031759e+09
2.700000000000000000e+01,1.719827155879564524e+09
2.705000000000000071e+01,1.719827155911547661e+09
2.710000000000000142e+01,1.719827155943561316e+09
2.715000000000000213e+01,1.719827155975642443e+09
2.720000000000000284e+01,1.719827156006652594e+09
2.725000000000000000e+01,1.719827156039678574e+09
2.730000000000000071e+01,1.719827156070646286e+09
2.735000000000000142e+01,1.719827156101654768e+09
2.740000000000000213e+01,1.719827156147869349e+09
2.745000000000000284e+01,1.719827156178122044e+09
2.750000000000000000e+01,1.719827156209126711e+09
2.755000000000000071e+01,1.719827156242156267e+09
2.760000000000000142e+01,1.719827156273242950e+09
2.765000000000000213e+01,1.719827156304998398e+09
2.770000000000000284e+01,1.719827156335203409e+09
2.775000000000000000e+01,1.719827156381191254e+09
2.780000000000000071e+01,1.719827156413239717e+09
2.785000000000000142e+01,1.719827156446258068e+09
2.790000000000000213e+01,1.719827156478279829e+09
2.795000000000000284e+01,1.719827156509852648e+09
2.800000000000000000e+01,1.719827156539954901e+09
2.805000000000000071e+01,1.719827156571017265e+09
2.810000000000000142e+01,1.719827156603061914e+09
2.815000000000000213e+01,1.719827156633368492e+09
2.820000000000000284e+01,1.719827156681388140e+09
2.825000000000000000e+01,1.719827156713761091e+09
2.830000000000000071e+01,1.719827156744767904e+09
2.835000000000000142e+01,1.719827156777118683e+09
2.840000000000000213e+01,1.719827156809154749e+09
2.845000000000000284e+01,1.719827156839161158e+09
2.850000000000000000e+01,1.719827156870183468e+09
2.855000000000000071e+01,1.719827156901390791e+09
2.860000000000000142e+01,1.719827156948461771e+09
2.865000000000000213e+01,1.719827156981462955e+09
2.870000000000000284e+01,1.719827157013490438e+09
2.875000000000000000e+01,1.719827157044251204e+09
2.880000000000000071e+01,1.719827157074310541e+09
2.885000000000000142e+01,1.719827157103788376e+09
2.890000000000000213e+01,1.719827157134828091e+09
2.895000000000000284e+01,1.719827157167104006e+09
2.900000000000000000e+01,1.719827157213965416e+09
2.905000000000000071e+01,1.719827157244983435e+09
