Time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,knee_angle_r_beta,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,knee_angle_l_beta,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,wrist_flex_r,wrist_dev_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l,wrist_flex_l,wrist_dev_l
3.850000000000000089e+00,4.748481041454898077e-02,2.838528790207978797e-02,6.925637324270018658e-01,0.000000000000000000e+00,9.399999999999999467e-01,0.000000000000000000e+00,-4.384166642116963004e-03,2.962848506319828643e-02,-1.730749967823334498e-02,4.248137587625513967e-02,4.248017690978826005e-02,5.327550489269762849e-04,-3.531313127762757630e-04,0.000000000000000000e+00,-1.908117502875045224e-02,-3.940885839592660894e-02,-4.141241844538519346e-03,6.909892115564761350e-02,6.909598364961749839e-02,4.002757071752725826e-02,3.463263203957033941e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.899999999999999911e+00,4.741554636147807950e-02,2.845503112778822313e-02,6.931016715503300896e-01,0.000000000000000000e+00,9.399999999999999467e-01,0.000000000000000000e+00,-4.437471991091718367e-03,2.961409614001563051e-02,-1.711646058373230209e-02,4.253746560678958732e-02,4.253467192608785530e-02,5.530850477418619311e-04,-3.699850907591345039e-04,0.000000000000000000e+00,-1.901432534236682445e-02,-3.949766482960971603e-02,-4.294412837079013799e-03,6.907594522556782801e-02,6.907608920979832479e-02,4.001899554385494884e-02,3.736722265613646359e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.950000000000000178e+00,4.660436920305548875e-02,2.936454371215380457e-02,6.962543883389726851e-01,0.000000000000000000e+00,9.399999999999999467e-01,0.000000000000000000e+00,-4.125602325010597343e-03,2.796202758516998579e-02,-1.915358513008614053e-02,4.368984900679023092e-02,4.368922598607098001e-02,2.160581799186336426e-03,-3.731753089797977519e-04,0.000000000000000000e+00,-1.771616497386953662e-02,-3.889122016338011217e-02,-1.899006804460706341e-03,7.029980939745728019e-02,7.029903333588929937e-02,3.994578839027915912e-02,3.819306443278712741e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,4.618809995293949450e-02,2.979309826677150122e-02,6.985145660944259705e-01,0.000000000000000000e+00,9.399999999999999467e-01,0.000000000000000000e+00,-5.353085399519424102e-03,2.707936489234589322e-02,-1.927568072305802654e-02,4.301093943578333106e-02,4.301546411555992599e-02,3.353391459775951523e-03,-3.785722053251305754e-04,0.000000000000000000e+00,-1.663554759274646008e-02,-3.879555699984129497e-02,-6.132754294594448255e-04,7.069524267262849992e-02,7.070060470053896040e-02,3.910690952515573360e-02,3.905622912560459794e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.049999999999999822e+00,4.634255629985451624e-02,2.984353811735085751e-02,6.993292426982412602e-01,0.000000000000000000e+00,9.399999999999999467e-01,0.000000000000000000e+00,-5.496145875493753039e-03,2.659986719210552172e-02,-1.874331296439305655e-02,4.311434886406413647e-02,4.311582878633682392e-02,3.251680611444928391e-03,-3.853598945017699040e-04,0.000000000000000000e+00,-1.645525029421255128e-02,-3.886933618619665964e-02,-3.431034358011902582e-04,7.075180566781412439e-02,7.074642016269643008e-02,3.906224583399091344e-02,3.966078403126118042e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.099999999999999645e+00,4.635886160489284535e-02,3.043757106301291787e-02,6.997345239011233398e-01,0.000000000000000000e+00,9.399999999999999467e-01,0.000000000000000000e+00,-5.807626173285035387e-03,2.546796204495523769e-02,-1.934109125489499176e-02,4.337062842342963298e-02,4.337072478323987512e-02,3.124955128899738113e-03,-3.755875445250406522e-04,0.000000000000000000e+00,-1.637445040531395127e-02,-3.788993867272698324e-02,-1.301890742138535242e-04,7.111207818973241945e-02,7.111318708391599352e-02,3.858997290111031153e-02,3.835625988038814235e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.150000000000000355e+00,4.714628981666665192e-02,3.129925159539178464e-02,6.979629674908746084e-01,0.000000000000000000e+00,9.399999999999999467e-01,0.000000000000000000e+00,-7.465281055476970934e-03,2.450806085182408514e-02,-1.838225967678636802e-02,4.311933766991005862e-02,4.312029062263272178e-02,3.040034680220950799e-03,-3.571809671353511528e-04,0.000000000000000000e+00,-1.728285700694334737e-02,-3.743401019856177486e-02,-6.349174183696615391e-04,7.029124431175580445e-02,7.029017259356221126e-02,3.788844789628201953e-02,3.804429416560271750e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.200000000000000178e+00,4.872724815195880049e-02,3.170454287357603318e-02,6.944773905801590042e-01,0.000000000000000000e+00,9.399999999999999467e-01,0.000000000000000000e+00,-9.669609747744988340e-03,2.446584092174991509e-02,-1.603256055995503845e-02,4.255168867890184170e-02,4.255196237896757827e-02,2.685711233416406777e-03,-3.396631536612138838e-04,0.000000000000000000e+00,-2.044985556496478271e-02,-3.696059266605259547e-02,-2.481501131725133511e-03,6.702026139405641014e-02,6.702090956328168869e-02,3.634597285026066465e-02,3.533438389690923267e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.250000000000000000e+00,4.898149643499116745e-02,3.103530121684727749e-02,6.910325672489471271e-01,0.000000000000000000e+00,9.399999999999999467e-01,0.000000000000000000e+00,-1.029355218030459686e-02,2.492013996614846766e-02,-1.359778393818136637e-02,4.145062136179787637e-02,4.145138397775044448e-02,1.955703979970683203e-03,-3.267806662256515088e-04,0.000000000000000000e+00,-2.148667394754492227e-02,-3.668333229334218987e-02,-4.134064912925677557e-03,6.507934633662969259e-02,6.508015369417510798e-02,3.586189636000230302e-02,3.345544385545618426e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.299999999999999822e+00,4.758151071551849215e-02,2.919304522965462251e-02,6.900050678812804650e-01,0.000000000000000000e+00,9.399999999999999467e-01,0.000000000000000000e+00,-8.752364174122008803e-03,2.547277655800490523e-02,-1.370239650530101320e-02,4.028520554916058261e-02,4.028446517221061229e-02,1.135748740087763001e-03,-2.790105367823335347e-04,0.000000000000000000e+00,-2.064466739792977790e-02,-3.593727489223685900e-02,-3.705861278991435387e-03,6.310562837790734125e-02,6.309704671049108649e-02,3.534225627883930826e-02,3.407646481885360135e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.349999999999999645e+00,4.663469725871906973e-02,2.742693336864116330e-02,6.900734731456864557e-01,0.000000000000000000e+00,9.399999999999999467e-01,0.000000000000000000e+00,-7.229221479964106738e-03,2.619660872735934259e-02,-1.309832131866247272e-02,3.975166587797941686e-02,3.975277249205963481e-02,8.327455250756181544e-04,-3.205166681331372142e-04,0.000000000000000000e+00,-1.985603483887048160e-02,-3.591874790749968044e-02,-4.176320598879862227e-03,6.164824676856853897e-02,6.164743650542277298e-02,3.477171242244392335e-02,3.176001287998180011e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.400000000000000355e+00,4.677800785026220431e-02,2.710321891525838828e-02,6.906885964126555644e-01,0.000000000000000000e+00,9.399999999999999467e-01,0.000000000000000000e+00,-7.561606685413316611e-03,2.566610060063309953e-02,-1.344601713302388986e-02,3.961749674794984993e-02,3.962263085174635296e-02,8.559331316965611194e-04,-3.124688951720117026e-04,0.000000000000000000e+00,-1.956109816962435174e-02,-3.620621521532314119e-02,-4.852283127637288529e-03,6.160016660098156099e-02,6.159906703764391617e-02,3.466381138016146751e-02,3.291191819922001231e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.450000000000000178e+00,4.681975548570808943e-02,2.702412956396171503e-02,6.914278210693589610e-01,0.000000000000000000e+00,9.399999999999999467e-01,0.000000000000000000e+00,-8.931893303703029516e-03,2.492822278913093062e-02,-1.433348917250092287e-02,3.780043136265416603e-02,3.779972591589447067e-02,1.709481215088952887e-04,-3.001945046984249178e-04,0.000000000000000000e+00,-1.975900518256927182e-02,-3.571538700939214800e-02,-3.957120354779595194e-03,6.017625501195141002e-02,6.017643852274152938e-02,3.305097205877444849e-02,3.157252305281050045e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.500000000000000000e+00,4.630905135287984725e-02,2.680114096208261951e-02,6.896134021738539177e-01,0.000000000000000000e+00,9.399999999999999467e-01,0.000000000000000000e+00,-8.872637011173169219e-03,2.427691678900289682e-02,-1.297972817598029745e-02,3.800465711545666231e-02,3.800461382661761423e-02,6.490083408371642281e-04,-2.834172972021811059e-04,0.000000000000000000e+00,-1.980251002937254493e-02,-3.491643214223894703e-02,-5.547665816827143485e-03,5.879884821992804184e-02,5.879950699441098549e-02,3.215409127316951055e-02,3.061645053669049990e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.549999999999999822e+00,4.616699922818392338e-02,2.677336572042153875e-02,6.859663243096607577e-01,0.000000000000000000e+00,9.399999999999999467e-01,0.000000000000000000e+00,-8.406556976502900166e-03,2.371123795929424086e-02,-1.093253821310592906e-02,3.857953491672875407e-02,3.857956538828274246e-02,1.581755412195238780e-04,-2.713233840111709699e-04,0.000000000000000000e+00,-2.035819299757402404e-02,-3.427369074278059646e-02,-7.622025780191814086e-03,5.717452489220246209e-02,5.717564120350156209e-02,3.151200225062151389e-02,2.886407166106606239e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.599999999999999645e+00,4.647135788296933440e-02,2.769084683548435344e-02,6.820031977711290549e-01,0.000000000000000000e+00,9.399999999999999467e-01,0.000000000000000000e+00,-9.534205817840687991e-03,2.267944303614213147e-02,-8.852143192036716207e-03,3.890145231408701637e-02,3.890386805046835289e-02,4.293437287552987272e-04,-2.501332032260484965e-04,0.000000000000000000e+00,-2.153801133536596343e-02,-3.327409562073421756e-02,-9.399899517579326375e-03,5.529188602437785927e-02,5.529336576669384440e-02,3.014768984319257314e-02,2.666274098608488940e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.650000000000000355e+00,4.668642915813581151e-02,2.822333473676079396e-02,6.795574178741097260e-01,0.000000000000000000e+00,9.399999999999999467e-01,0.000000000000000000e+00,-1.168587930067158803e-02,2.214387037071411865e-02,-6.942277926849804541e-03,3.775519262970043061e-02,3.775550850201964820e-02,6.890203646110052739e-04,-2.346735812975576907e-04,0.000000000000000000e+00,-2.339904370959647664e-02,-3.215535164683967079e-02,-9.628460827132171926e-03,5.192777439427244401e-02,5.192830636653832099e-02,2.802662393961346046e-02,2.408509487865090478e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.700000000000000178e+00,4.638024088137146506e-02,2.835099054515474032e-02,6.787050011483297673e-01,0.000000000000000000e+00,9.399999999999999467e-01,0.000000000000000000e+00,-1.382970854640840595e-02,2.143578102220549883e-02,-5.567427507535888977e-03,3.638245499708941955e-02,3.637930790670294151e-02,1.758056969363056216e-03,-2.250999167582765862e-04,0.000000000000000000e+00,-2.422523799542718528e-02,-3.091776670850949690e-02,-1.010026634765055602e-02,4.955431697569143146e-02,4.956252736735274750e-02,2.659969376259277082e-02,2.292986764572367011e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.750000000000000000e+00,4.580914929325837631e-02,2.809813480195973850e-02,6.797265435869978001e-01,0.000000000000000000e+00,9.399999999999999467e-01,0.000000000000000000e+00,-1.394721903796243903e-02,2.116595425336873990e-02,-7.064653477384478901e-03,3.612620671096938157e-02,3.612661084839475373e-02,2.099848549043732866e-03,-2.162029331614226195e-04,0.000000000000000000e+00,-2.473566746722488663e-02,-3.011038464734281175e-02,-9.697509594741991756e-03,4.820608393270498643e-02,4.820680569115927405e-02,2.628211724208319444e-02,2.289185629620188185e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.799999999999999822e+00,4.571701767005791756e-02,2.804575884011723322e-02,6.805947092633409801e-01,0.000000000000000000e+00,9.399999999999999467e-01,0.000000000000000000e+00,-1.385970072146819852e-02,2.137486163973251196e-02,-6.642158475753000800e-03,3.617657092293231208e-02,3.617533179850744574e-02,2.143403995228698820e-03,-2.299200431503642709e-04,0.000000000000000000e+00,-2.476594283764863361e-02,-2.973566975200609211e-02,-9.796621762592444202e-03,4.819131966181566806e-02,4.818973469910829699e-02,2.615556899989538234e-02,2.326239676026802699e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.850000000000000533e+00,4.505026212980074718e-02,2.793726047831664519e-02,6.824532320961279597e-01,0.000000000000000000e+00,9.399999999999999467e-01,0.000000000000000000e+00,-1.389125288852985189e-02,2.067106701057060819e-02,-7.505317860799825581e-03,3.608716528192757594e-02,3.608508108177194140e-02,3.012317224031122679e-03,-2.325081675774454137e-04,0.000000000000000000e+00,-2.388424044779704700e-02,-2.955990458737907389e-02,-8.557223470917585395e-03,4.812497092318820946e-02,4.812308700007618401e-02,2.600639722465701575e-02,2.380282056716423336e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.900000000000000355e+00,4.422089663262351866e-02,2.771122057433272889e-02,6.841587018472998771e-01,0.000000000000000000e+00,9.399999999999999467e-01,0.000000000000000000e+00,-1.391239832431417738e-02,1.992156736711299392e-02,-8.425433215953910537e-03,3.552980026554901360e-02,3.552849464613296038e-02,3.448011639631186516e-03,-2.256010373458288733e-04,0.000000000000000000e+00,-2.334405540843137103e-02,-2.908824069371790388e-02,-7.611659926691869728e-03,4.792386695189386481e-02,4.792306611453277243e-02,2.605242438514353276e-02,2.370808190685598298e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.950000000000000178e+00,4.358410286818501650e-02,2.756316737647316467e-02,6.854122785688654407e-01,0.000000000000000000e+00,9.399999999999999467e-01,0.000000000000000000e+00,-1.416357778973938164e-02,1.959291137180298875e-02,-8.795595391834113569e-03,3.508069058125375811e-02,3.508080650111807669e-02,3.914661468760531095e-03,-2.289226398484630058e-04,0.000000000000000000e+00,-2.303243640557501443e-02,-2.859003967885741931e-02,-7.094063549083365859e-03,4.775515317350219335e-02,4.775781718856478286e-02,2.603137843875743401e-02,2.425997076592915165e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,4.296727898043285754e-02,2.770338198557569312e-02,6.865269670949148972e-01,0.000000000000000000e+00,9.399999999999999467e-01,0.000000000000000000e+00,-1.442569546116041247e-02,1.890000372463698439e-02,-8.836368321708957044e-03,3.461397017687320443e-02,3.461285598364352567e-02,4.483789416153346336e-03,-2.306178635641025149e-04,0.000000000000000000e+00,-2.226215723675155703e-02,-2.823464969346696496e-02,-5.958510709843528770e-03,4.797989243350063437e-02,4.797779604399043940e-02,2.582300804252771892e-02,2.452648495077642383e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.049999999999999822e+00,4.302781317047710968e-02,2.764368028921957918e-02,6.868061813577654995e-01,0.000000000000000000e+00,9.399999999999999467e-01,0.000000000000000000e+00,-1.440661346729155828e-02,1.882453821601071456e-02,-8.801964375390080794e-03,3.461350486792476311e-02,3.461436628838170104e-02,4.449676881577540634e-03,-2.358109791356880359e-04,0.000000000000000000e+00,-2.226841033645820048e-02,-2.815327392043593183e-02,-6.110799503874656501e-03,4.795423291399287385e-02,4.795536814144241849e-02,2.583926999239491082e-02,2.422112978690078497e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.100000000000000533e+00,4.290672421114419960e-02,2.828330068902971603e-02,6.871177286621550362e-01,0.000000000000000000e+00,9.399999999999999467e-01,0.000000000000000000e+00,-1.411657574168137010e-02,1.783100153588925568e-02,-9.646349823856431235e-03,3.451430591404970605e-02,3.451000538382143629e-02,3.239895936015976981e-03,-2.273913514148056668e-04,0.000000000000000000e+00,-2.225258032412366291e-02,-2.768679950027986073e-02,-5.946852665195825373e-03,4.818941314734838388e-02,4.819415436586643037e-02,2.562691006971691901e-02,2.402476329546124074e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.150000000000000355e+00,4.273517284714362097e-02,2.828219879916803528e-02,6.871541451615554852e-01,0.000000000000000000e+00,9.399999999999999467e-01,0.000000000000000000e+00,-1.526834493487000746e-02,1.711571250170725381e-02,-9.382389171333598010e-03,3.299825263799856245e-02,3.299800757706652238e-02,3.021763125084485531e-03,-2.198881956906545778e-04,0.000000000000000000e+00,-2.198185041177006666e-02,-2.714550083309170969e-02,-5.128818753178992530e-03,4.729156386037475929e-02,4.729444017358551411e-02,2.465341401092122423e-02,2.380673530042332216e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.200000000000000178e+00,4.265861908687728493e-02,2.811310223989915008e-02,6.868528026693269117e-01,0.000000000000000000e+00,9.399999999999999467e-01,0.000000000000000000e+00,-1.489250487432748106e-02,1.695957530445210346e-02,-9.191569779512916150e-03,3.283686708024200623e-02,3.283658095895291423e-02,2.391706204534762344e-03,-2.159041479770097672e-04,0.000000000000000000e+00,-2.241065246024507782e-02,-2.680119620027074379e-02,-5.386528625577245190e-03,4.655054467900535120e-02,4.655094277471127917e-02,2.476665067684027596e-02,2.291965387000118504e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
