SensorIndex_1,AccelX_1,AccelY_1,AccelZ_1,GyroX_1,GyroY_1,GyroZ_1,MagX_1,MagY_1,MagZ_1,Quat1_1,Quat2_1,Quat3_1,Quat4_1,Sampletime_1,Package_1,SensorIndex_2,AccelX_2,AccelY_2,AccelZ_2,GyroX_2,GyroY_2,GyroZ_2,MagX_2,MagY_2,MagZ_2,Quat1_2,Quat2_2,Quat3_2,Quat4_2,Sampletime_2,Package_2,SensorIndex_3,AccelX_3,AccelY_3,AccelZ_3,GyroX_3,GyroY_3,GyroZ_3,MagX_3,MagY_3,MagZ_3,Quat1_3,Quat2_3,Quat3_3,Quat4_3,Sampletime_3,Package_3,SensorIndex_4,AccelX_4,AccelY_4,AccelZ_4,GyroX_4,GyroY_4,GyroZ_4,MagX_4,MagY_4,MagZ_4,Quat1_4,Quat2_4,Quat3_4,Quat4_4,Sampletime_4,Package_4,SensorIndex_5,AccelX_5,AccelY_5,AccelZ_5,GyroX_5,GyroY_5,GyroZ_5,MagX_5,MagY_5,MagZ_5,Quat1_5,Quat2_5,Quat3_5,Quat4_5,Sampletime_5,Package_5,SensorIndex_6,AccelX_6,AccelY_6,AccelZ_6,GyroX_6,GyroY_6,GyroZ_6,MagX_6,MagY_6,MagZ_6,Quat1_6,Quat2_6,Quat3_6,Quat4_6,Sampletime_6,Package_6,SensorIndex_7,AccelX_7,AccelY_7,AccelZ_7,GyroX_7,GyroY_7,GyroZ_7,MagX_7,MagY_7,MagZ_7,Quat1_7,Quat2_7,Quat3_7,Quat4_7,Sampletime_7,Package_7
0,3.7200000286102295,5,7.420000076293945,0.25,0.625,0.25,-21.5,3,-32.5,0.9308861494064331,0.2445010393857956,-0.24279209971427917,-0.12133501470088959,37157,2424,1,-3.0899999141693115,4.519999980926514,8.180000305175781,0.6875,2,-0.9375,25.5625,-5.25,-39.5,0.9082669019699097,0.18219049274921417,0.2393195629119873,0.29083338379859924,39213,2424,2,1.1100000143051147,9.720000267028809,-0.25999999046325684,1.125,3.1875,0.6875,-2.75,-42.75,-18.75,-0.6898320913314819,-0.7191295027732849,0.001525907195173204,-0.08355867862701416,32332,2424,3,-0.8199999928474426,6.659999847412109,-7.059999942779541,1.6875,1.5,-1.4375,2.0625,-43.0625,12.25,-0.35101744532585144,-0.9301260709762573,0.07312100380659103,0.0794077068567276,29383,2424,4,0.20999999344348907,9.890000343322754,-1.7799999713897705,2.3125,0.25,-0.34375,-4.375,-42.6875,-11.6875,-0.6342268586158752,-0.7647221684455872,0.09173735976219177,0.06738393008708954,7021,2424,5,0.15000000596046448,9.729999542236328,-1.3899999856948853,0.75,3.5625,1.6875,6.1875,-41.5625,-13.5625,0.6483126878738403,0.7465788722038269,0.1168207973241806,0.09307821840047836,30963,2424,6,-1.090000033378601,9.779999732971191,0.12999999523162842,0.75,0,0.4375,1.1875,-40.5,-21.375,-0.5396114587783813,-0.6036372780799866,0.3800656497478485,0.44720426201820374,34955,2424
0,3.7100000381469727,5.010000228881836,7.46999979019165,0.125,0.625,0.0625,-21.5,3,-32.5,0.930899977684021,0.2445046752691269,-0.24273467063903809,-0.12133681774139404,37166,2425,1,-3.0799999237060547,4.510000228881836,8.170000076293945,0.5625,2.1875,-0.8125,26.75,-5.25,-38.6875,0.908149242401123,0.1819472312927246,0.23950384557247162,0.29120102524757385,39223,2425,2,1.159999966621399,9.720000267028809,-0.3499999940395355,0.75,1.9375,0.625,-2.75,-42.75,-18.75,-0.689759373664856,-0.7191783785820007,0.0014038108056411147,-0.08374036848545074,32343,2425,3,-0.8600000143051147,6.639999866485596,-7.130000114440918,1.75,1.375,-1.375,2.0625,-43.0625,12.25,-0.35095053911209106,-0.9301714897155762,0.07299771159887314,0.07928430289030075,29393,2425,4,0.1899999976158142,9.90999984741211,-1.6799999475479126,2.1875,0.4375,-0.3125,-4.375,-42.6875,-11.6875,-0.6341337561607361,-0.7648055553436279,0.09173272550106049,0.06731949001550674,7028,2425,5,0.10000000149011612,9.65999984741211,-1.340000033378601,0.25,4.1875,1.875,6.5625,-42,-12.375,0.6481901407241821,0.7465783357620239,0.11706485599279404,0.09362746775150299,30973,2425,6,-1.1200000047683716,9.760000228881836,0.10999999940395355,0.4375,0.375,0.5625,0.5,-41.5625,-21.375,-0.5396797060966492,-0.603523313999176,0.3800707459449768,0.44727131724357605,34967,2425
0,3.630000114440918,4.889999866485596,7.659999847412109,0.03125,0.5625,-0.03125,-18.5625,-4.5625,-36.375,0.9334562420845032,0.23669041693210602,-0.23711766302585602,-0.12811067700386047,50879,1,1,-2.819999933242798,4.369999885559082,8.300000190734863,0.1875,0.75,-0.125,23.0625,-5.0625,-42.375,0.9122211933135986,0.1747416853904724,0.21996822953224182,0.2982144057750702,52927,1,2,1.0700000524520874,9.699999809265137,-0.3100000023841858,-0.1875,0.875,-0.3125,-2.6875,-46,-21.5625,-0.6906742453575134,-0.7171025276184082,-0.011230476200580597,-0.09277349710464478,46051,1,3,-0.4099999964237213,8.930000305175781,-4.110000133514404,0.375,1.5,-0.75,2.5625,-48,-5.6875,-0.5380257368087769,-0.8371595144271851,0.06890879571437836,0.07031261175870895,43105,1,4,0.2199999988079071,9.84000015258789,-2.25,0.125,2.3125,-0.4375,-7.875,-45.875,-7.75,-0.6135150790214539,-0.771105170249939,0.14092780649662018,0.09557944536209106,20731,1,5,-0.20000000298023224,9.550000190734863,-1.909999966621399,-0.4375,2.3125,-0.6875,10,-46.6875,-10.0625,0.6231622695922852,0.7495647668838501,0.1810893714427948,0.13049176335334778,44679,1,6,-1.190000057220459,9.779999732971191,0.05000000074505806,0.5625,2.125,-0.1875,3.1875,-39.75,-21.0625,-0.5517503619194031,-0.5978923439979553,0.3738963305950165,0.4453064799308777,48678,1
0,3.609999895095825,4.889999866485596,7.570000171661377,-0.0625,0.5,-0.125,-18.5625,-4.5625,-36.375,0.9334562420845032,0.23669041693210602,-0.23711766302585602,-0.12811067700386047,50889,2,1,-2.8299999237060547,4.380000114440918,8.329999923706055,0.1875,0.625,-0.1875,23.0625,-5.0625,-42.375,0.9122186303138733,0.1746801733970642,0.22002865374088287,0.2982136011123657,52937,2,2,1.059999942779541,9.710000038146973,-0.25999999046325684,0.0625,0.875,-0.1875,-2.6875,-46,-21.5625,-0.6906698942184448,-0.7170979380607605,-0.011291439644992352,-0.09283394366502762,46061,2,3,-0.4099999964237213,8.930000305175781,-4.050000190734863,0.3125,1.375,-0.8125,3.375,-48,-4.5,-0.538032591342926,-0.8371701240539551,0.0687875971198082,0.07025246322154999,43115,2,4,0.1899999976158142,9.800000190734863,-2.240000009536743,-0.3125,3.125,-0.6875,-7.875,-45.875,-7.75,-0.6135416030883789,-0.7711385488510132,0.14075079560279846,0.09540046751499176,20741,2,5,-0.18000000715255737,9.579999923706055,-1.8899999856948853,-0.125,2.875,-0.6875,10.375,-46,-8.875,0.623091995716095,0.7494315505027771,0.1815749555826187,0.13091707229614258,44689,2,6,-1.1699999570846558,9.789999961853027,0.10000000149011612,0.5625,2.375,-0.375,3.1875,-39.75,-21.0625,-0.5518278479576111,-0.5979712009429932,0.3737854063510895,0.4451977014541626,48687,2
0,3.619999885559082,4.889999866485596,7.610000133514404,-0.0625,0.4375,0.0625,-18.5625,-4.5625,-36.375,0.9334562420845032,0.23669041693210602,-0.23711766302585602,-0.12811067700386047,50899,3,1,-2.819999933242798,4.360000133514404,8.390000343322754,0.15625,0.59375,-0.15625,22.6875,-3.5625,-42.375,0.9122186303138733,0.1746801733970642,0.22002865374088287,0.2982136011123657,52947,3,2,1.100000023841858,9.720000267028809,-0.18000000715255737,-0.0625,1,-0.375,-2.6875,-46,-21.5625,-0.6906654834747314,-0.7170934081077576,-0.011352402158081532,-0.09289438277482986,46071,3,3,-0.4300000071525574,8.899999618530273,-4.050000190734863,0.125,1.3125,-0.75,3.375,-48,-4.5,-0.538037121295929,-0.8371772170066833,0.06872715055942535,0.07019202411174774,43127,3,4,0.18000000715255737,9.75,-2.309999942779541,-0.625,3.3125,-0.75,-7.875,-45.875,-7.75,-0.6136459112167358,-0.7711162567138672,0.14050257205963135,0.0952756404876709,20751,3,5,-0.17000000178813934,9.649999618530273,-1.8799999952316284,0.1875,1.1875,-0.125,10.375,-46,-8.875,0.6230543851852417,0.7493987083435059,0.1817038506269455,0.13110509514808655,44701,3,6,-1.2100000381469727,9.770000457763672,0.09000000357627869,0.5,2.875,-0.4375,3.1875,-39.75,-21.0625,-0.5519276261329651,-0.5980690717697144,0.3736482262611389,0.44505763053894043,48695,3
0,3.630000114440918,4.929999828338623,7.659999847412109,0.125,0.4375,0.125,-18.5625,-4.5625,-36.375,0.9334562420845032,0.23669041693210602,-0.23711766302585602,-0.12811067700386047,50909,4,1,-2.799999952316284,4.349999904632568,8.380000114440918,0.125,0.5625,-0.125,22.6875,-3.5625,-42.375,0.9122186303138733,0.1746801733970642,0.22002865374088287,0.2982136011123657,52957,4,2,1.1299999952316284,9.75,-0.1899999976158142,-0.125,0.75,-0.375,-3,-45.6875,-21.1875,-0.690691351890564,-0.7170591950416565,-0.01141386292874813,-0.09295889735221863,46081,4,3,-0.4099999964237213,8.899999618530273,-4.139999866485596,-0.0625,1.125,-0.875,3.375,-48,-4.5,-0.5380164384841919,-0.8372060656547546,0.06860243529081345,0.07012829184532166,43138,4,4,0.17000000178813934,9.729999542236328,-2.299999952316284,-0.5625,2.6875,-0.875,-7.875,-45.875,-7.75,-0.6136399507522583,-0.7711697816848755,0.1403181105852127,0.09515264630317688,20762,4,5,-0.18000000715255737,9.6899995803833,-2.0199999809265137,0.125,0.375,0,10.375,-46,-8.875,0.6230051517486572,0.7494128942489624,0.18176832795143127,0.13116861879825592,44711,4,6,-1.2699999809265137,9.779999732971191,0.05000000074505806,0.5,3.125,-0.4375,2,-43.5,-22.25,-0.5519998669624329,-0.5982033610343933,0.3735337555408478,0.4448835849761963,48705,4
0,3.6500000953674316,4.900000095367432,7.659999847412109,0,0.5,-0.0625,-17.0625,-3.5,-36.75,0.9334562420845032,0.23669041693210602,-0.23711766302585602,-0.12811067700386047,50919,5,1,-2.809999942779541,4.360000133514404,8.279999732971191,-0.0625,0.5625,0.0625,22.6875,-3.5625,-42.375,0.9122186303138733,0.1746801733970642,0.22002865374088287,0.2982136011123657,52967,5,2,1.090000033378601,9.720000267028809,-0.2199999988079071,-0.1875,0.9375,-0.3125,-3,-45.6875,-21.1875,-0.6906869411468506,-0.7170546054840088,-0.01147482730448246,-0.09301934391260147,46091,5,3,-0.4099999964237213,8.890000343322754,-4.099999904632568,0.0625,1.1875,-0.9375,3.375,-48,-4.5,-0.5380232334136963,-0.8372166752815247,0.06848123669624329,0.07006814330816269,43148,5,4,0.2199999988079071,9.729999542236328,-2.240000009536743,-0.5625,1.5625,-1.125,-7.875,-45.875,-7.75,-0.6136592626571655,-0.7711940407752991,0.1401394158601761,0.09509460628032684,20771,5,5,-0.25,9.6899995803833,-1.8700000047683716,-0.28125,0.34375,0.0,10.375,-46,-8.875,0.6229766607284546,0.7494396567344666,0.1817600131034851,0.1311626136302948,44721,5,6,-1.2400000095367432,9.75,-0.009999999776482582,0.4375,2.3125,-0.4375,2,-43.5,-22.25,-0.5521197319030762,-0.5982619524002075,0.3734101951122284,0.444759726524353,48717,5
0,3.609999895095825,4.900000095367432,7.610000133514404,0.0625,0.3125,0,-17.0625,-3.5,-36.75,0.9334562420845032,0.23669041693210602,-0.23711766302585602,-0.12811067700386047,50929,6,1,-2.799999952316284,4.360000133514404,8.300000190734863,0.25,0.875,-0.0625,22.6875,-3.5625,-42.375,0.912196159362793,0.17468754947185516,0.22009898722171783,0.29822617769241333,52977,6,2,1.059999942779541,9.710000038146973,-0.28999999165534973,0.0625,1.3125,-0.1875,-3,-45.6875,-21.1875,-0.6906825304031372,-0.7170500159263611,-0.01153578981757164,-0.09307978302240372,46101,6,3,-0.41999998688697815,8.869999885559082,-4.050000190734863,0.125,1,-0.8125,3.375,-48,-4.5,-0.5380277633666992,-0.8372236490249634,0.06835974007844925,0.07006873190402985,43155,6,4,0.25,9.680000305175781,-2.2899999618530273,-0.625,0.9375,-1,-9.0625,-48.75,-9,-0.613635241985321,-0.771102786064148,0.14050012826919556,0.09545707702636719,20782,6,5,-0.25,9.649999618530273,-1.8200000524520874,-0.6875,0.3125,0,10.375,-46,-8.875,0.6230444312095642,0.7493866682052612,0.1817009449005127,0.13122506439685822,44729,6,6,-1.1799999475479126,9.760000228881836,-0.07000000029802322,0.5,1.375,-0.5,2,-43.5,-22.25,-0.5521271824836731,-0.5983310341835022,0.3733541667461395,0.44470468163490295,48729,6
0,3.640000104904175,4.880000114440918,7.550000190734863,0.0625,0.4375,0,-17.0625,-3.5,-36.75,0.9334562420845032,0.23669041693210602,-0.23711766302585602,-0.12811067700386047,50939,7,1,-2.8399999141693115,4.349999904632568,8.350000381469727,0.0625,0.8125,-0.1875,22.6875,-3.5625,-42.375,0.9121838808059692,0.17468519508838654,0.22015707194805145,0.2982221841812134,52987,7,2,1.0499999523162842,9.699999809265137,-0.27000001072883606,0.3125,1.0625,-0.25,-3,-45.6875,-21.1875,-0.6906781196594238,-0.7170454263687134,-0.011596751399338245,-0.09314022213220596,46111,7,3,-0.4099999964237213,8.890000343322754,-4.050000190734863,0.21875,1.125,-0.8125,1.875,-44.25,-5.375,-0.5380345582962036,-0.8372341990470886,0.0682385265827179,0.07000857591629028,43168,7,4,0.27000001072883606,9.699999809265137,-2.309999942779541,0,0.4375,-0.8125,-9.0625,-48.75,-9,-0.6136369109153748,-0.7711048722267151,0.1404394805431366,0.09551837295293808,20792,7,5,-0.28999999165534973,9.630000114440918,-1.7799999713897705,-0.5625,1.8125,-0.4375,9.5625,-47.5,-10.5,0.6232132315635681,0.7494915723800659,0.1810864359140396,0.13067275285720825,44741,7,6,-1.149999976158142,9.770000457763672,-0.05000000074505806,0.75,0.9375,-0.375,2,-43.5,-22.25,-0.5521219968795776,-0.5983864665031433,0.37335067987442017,0.4446394741535187,48738,7
0,3.619999885559082,4.880000114440918,7.579999923706055,0.125,0.6875,0,-17.0625,-3.5,-36.75,0.9334562420845032,0.23669041693210602,-0.23711766302585602,-0.12811067700386047,50949,8,1,-2.880000114440918,4.329999923706055,8.380000114440918,0.0625,0.71875,-0.15625,24.1875,-5.0625,-42.75,0.9121647477149963,0.17462049424648285,0.22021348774433136,0.29827696084976196,52997,8,2,1.100000023841858,9.739999771118164,-0.17000000178813934,0,0.6875,-0.1875,-3,-45.6875,-21.1875,-0.6906737089157104,-0.7170408368110657,-0.011657712049782276,-0.09320066124200821,46121,8,3,-0.4399999976158142,8.899999618530273,-4.019999980926514,0.3125,1.25,-0.8125,1.875,-44.25,-5.375,-0.5380138158798218,-0.8372629880905151,0.06811383366584778,0.0699448511004448,43178,8,4,0.30000001192092896,9.720000267028809,-2.4100000858306885,0.125,0.5625,-0.5625,-9.0625,-48.75,-9,-0.6136369109153748,-0.7711048722267151,0.1404394805431366,0.09551837295293808,20802,8,5,-0.28999999165534973,9.630000114440918,-1.7699999809265137,-0.25,2.3125,-0.3125,9.5625,-47.5,-10.5,0.6231875419616699,0.7494730949401855,0.18115775287151337,0.1308022439479828,44751,8,6,-1.2000000476837158,9.789999961853027,0.019999999552965164,0.5625,0.6875,-0.4375,2,-43.5,-22.25,-0.5521293878555298,-0.5984554886817932,0.3732946217060089,0.4445843994617462,48745,8
