SensorIndex_1,AccelX_1,AccelY_1,AccelZ_1,GyroX_1,GyroY_1,GyroZ_1,MagX_1,MagY_1,MagZ_1,Quat1_1,Quat2_1,Quat3_1,Quat4_1,Sampletime_1,Package_1,SensorIndex_2,AccelX_2,AccelY_2,AccelZ_2,GyroX_2,GyroY_2,GyroZ_2,MagX_2,MagY_2,MagZ_2,Quat1_2,Quat2_2,Quat3_2,Quat4_2,Sampletime_2,Package_2
0,1.6100000143051147,8.670000076293945,1.2799999713897705,32.0625,-50.9375,14.1875,-25.375,-34.1875,11.875,-0.3922673761844635,-0.3617502450942993,0.6653958559036255,0.5220263004302979,59328,385,1,2.7799999713897705,9.640000343322754,-0.18000000715255737,31.5,-125.1875,26.8125,-20.875,-31.5,19.5625,0.04425235465168953,0.15033593773841858,0.7566236853599548,0.6347923874855042,4948,385
0,1.649999976158142,8.859999656677246,1.190000057220459,35.6875,-50.9375,14.5,-25.375,-34.1875,11.875,-0.3889731466770172,-0.3598596751689911,0.6690607070922852,0.5211129188537598,59340,386,1,2.880000114440918,9.979999542236328,-0.15000000596046448,31.9375,-121.4375,27.5,-20.875,-31.5,19.5625,0.05627512186765671,0.16723842918872833,0.7582492828369141,0.6276323795318604,4958,386
0,1.690000057220459,9.050000190734863,1.1399999856948853,39.375,-49,14.75,-25.375,-34.1875,11.875,-0.38563236594200134,-0.3581656813621521,0.6728729009628296,0.5198529362678528,59351,387,1,2.8399999141693115,10.029999732971191,-0.14000000059604645,31.375,-115.5,27.6875,-20.875,-31.5,19.5625,0.06176849082112312,0.17529556155204773,0.7589223384857178,0.6240937113761902,4968,387
0,1.590000033378601,9.0600004196167,1.0499999523162842,42.5625,-45.1875,15,-25.375,-34.1875,11.875,-0.3824428915977478,-0.3567472994327545,0.6766297221183777,0.5183058977127075,59361,388,1,2.7799999713897705,10.029999732971191,-0.20999999344348907,27.4375,-108.375,27.1875,-20.875,-31.5,19.5625,0.06689505279064178,0.18292377889156342,0.7593442797660828,0.6208544373512268,4978,388
0,1.3600000143051147,8.890000343322754,0.38999998569488525,44.6875,-40.9375,15.875,-25.375,-34.1875,11.875,-0.37944287061691284,-0.3554568588733673,0.6803971529006958,0.5164622068405151,59368,389,1,2.680000066757202,9.9399995803833,-0.28999999165534973,23,-102.5,28.25,-18.1875,-30.1875,23.25,0.07159444689750671,0.19018609821796417,0.7595236897468567,0.6179217100143433,4988,389
0,1.399999976158142,8.760000228881836,-0.1899999976158142,46,-37.625,16.625,-23.875,-34.25,13.875,-0.3766438364982605,-0.3543662428855896,0.6840745806694031,0.5143986940383911,59378,390,1,2.2799999713897705,9.699999809265137,-0.9399999976158142,18.625,-98.0625,29.4375,-18.1875,-30.1875,23.25,0.07604990899562836,0.1973269283771515,0.7594004273414612,0.6152962446212769,4998,390
0,1.4199999570846558,8.699999809265137,-0.7300000190734863,47.4375,-34,17.5625,-23.875,-34.25,13.875,-0.37402278184890747,-0.35339292883872986,0.6877429485321045,0.5120840668678284,59390,391,1,2.1700000762939453,9.449999809265137,-1.4199999570846558,12.25,-94.875,30,-18.1875,-30.1875,23.25,0.08038312941789627,0.20422320067882538,0.7589095234870911,0.6130968332290649,5008,391
0,1.350000023841858,8.859999656677246,-1.2899999618530273,49.3125,-31.625,18.5625,-23.875,-34.25,13.875,-0.3715236783027649,-0.35248056054115295,0.6914112567901611,0.5095862150192261,59401,392,1,1.9199999570846558,9.34000015258789,-1.5299999713897705,8.5625,-88.8125,29.0625,-18.1875,-30.1875,23.25,0.08441370725631714,0.21075960993766785,0.7581974864006042,0.611221194267273,5018,392
0,1.0299999713897705,9.09000015258789,-1.9500000476837158,50.875,-28.25,18.9375,-23.875,-34.25,13.875,-0.3691420257091522,-0.35174691677093506,0.6950709819793701,0.5068378448486328,59411,393,1,1.6399999856948853,9.220000267028809,-1.5099999904632568,8.0625,-78.9375,26.75,-18.1875,-30.1875,23.25,0.08795257657766342,0.21661603450775146,0.7575762867927551,0.609442412853241,5028,393
0,0.800000011920929,9.130000114440918,-2.0999999046325684,51.75,-26.4375,19.5625,-23.875,-34.25,13.875,-0.3668864071369171,-0.3510781228542328,0.6986771821975708,0.5039728879928589,59418,394,1,1.3200000524520874,9.140000343322754,-1.2999999523162842,10.6875,-73.375,24.75,-16.375,-17.25,26.1875,0.08795257657766342,0.21661603450775146,0.7575762867927551,0.609442412853241,5038,394
0,0.7200000286102295,9.050000190734863,-2.25,52.3125,-26.375,20.5625,-24.25,-32.375,15.5625,-0.36486953496932983,-0.35070931911468506,0.7021510601043701,0.500856339931488,59428,395,1,1.090000033378601,9.220000267028809,-1.4800000190734863,15.625,-70.1875,22.75,-16.375,-17.25,26.1875,0.0911877378821373,0.22204884886741638,0.757090151309967,0.6076130270957947,5048,395
0,0.8199999928474426,8.899999618530273,-2.2100000381469727,52.625,-28.875,21.875,-24.25,-32.375,15.5625,-0.36253678798675537,-0.3497808575630188,0.7059091925621033,0.49790826439857483,59440,396,1,0.7300000190734863,9.300000190734863,-2.0299999713897705,18.9375,-68.125,20.375,-16.375,-17.25,26.1875,0.09716558456420898,0.23217202723026276,0.7569394111633301,0.6030735373497009,5058,396
0,1.090000033378601,9.020000457763672,-2.3499999046325684,53.125,-32.625,23.375,-24.25,-32.375,15.5625,-0.3599807322025299,-0.34862834215164185,0.7098297476768494,0.4949887692928314,59452,397,1,0.3700000047683716,9.420000076293945,-2.309999942779541,21.1875,-67.75,17.75,-16.375,-17.25,26.1875,0.10016009211540222,0.23694179952144623,0.75709068775177,0.6005333065986633,5068,397
0,1.3899999856948853,9.119999885559082,-2.4600000381469727,54,-35.9375,24.25,-24.25,-32.375,15.5625,-0.3572450876235962,-0.34729617834091187,0.7138798236846924,0.4920741319656372,59461,398,1,0.2199999988079071,9.579999923706055,-2.4200000762939453,22.9375,-67.25,16,-16.375,-17.25,26.1875,0.1032075509428978,0.2415703535079956,0.7573639750480652,0.5978225469589233,5078,398
0,1.6200000047683716,9.0600004196167,-2.7200000286102295,53.875,-38.6875,25.6875,-24.25,-32.375,15.5625,-0.354381799697876,-0.3457755744457245,0.7180412411689758,0.48915186524391174,59468,399,1,0.2199999988079071,9.640000343322754,-2.4600000381469727,24.8125,-70,14.4375,-15.375,-30.0625,27.6875,0.1032075509428978,0.2415703535079956,0.7573639750480652,0.5978225469589233,5088,399
0,2,8.930000305175781,-2.9100000858306885,53.1875,-41.875,27.8125,-23.875,-31.5625,18.875,-0.3512543737888336,-0.3436860740184784,0.7224060297012329,0.4864460825920105,59478,400,1,0.15000000596046448,9.25,-2.690000057220459,22.875,-74.1875,13.625,-15.375,-30.0625,27.6875,0.11004556715488434,0.2510357201099396,0.7578678727149963,0.5920366048812866,5098,400
0,2.390000104904175,8.84000015258789,-3.0199999809265137,51.25,-45.625,31,-23.875,-31.5625,18.875,-0.3482678532600403,-0.3414318859577179,0.7267481684684753,0.4837053418159485,59490,401,1,0.25,9.210000038146973,-2.809999942779541,23.25,-75.625,12.3125,-15.375,-30.0625,27.6875,0.11376916617155075,0.25579750537872314,0.7580541968345642,0.5890483856201172,5108,401
0,2.0199999809265137,9,-3.1500000953674316,49.875,-51.4375,33.375,-23.875,-31.5625,18.875,-0.3450256288051605,-0.3387391269207001,0.7312492728233337,0.4811316132545471,59502,402,1,0.4099999964237213,9.180000305175781,-2.7799999713897705,24.4375,-72.1875,11.25,-15.375,-30.0625,27.6875,0.11725104600191116,0.2603815495967865,0.7583169937133789,0.5860110521316528,5118,402
0,1.6100000143051147,9.170000076293945,-3.380000114440918,49.0625,-56.9375,32.375,-23.875,-31.5625,18.875,-0.3414275646209717,-0.33581238985061646,0.7358331680297852,0.4787554442882538,59511,403,1,0.8999999761581421,9.170000076293945,-2.9700000286102295,26.8125,-69.3125,10.375,-15.375,-30.0625,27.6875,0.12060730159282684,0.26471349596977234,0.7587395310401917,0.5828335285186768,5128,403
0,1.5700000524520874,9.329999923706055,-3.2200000286102295,49,-59.75,29.75,-23.875,-31.5625,18.875,-0.3375217616558075,-0.3329441547393799,0.740350604057312,0.47655874490737915,59518,404,1,1.9600000381469727,9.329999923706055,-3.490000009536743,33.1875,-73,11.875,-16.0625,-28.1875,29.6875,0.12060730159282684,0.26471349596977234,0.7587395310401917,0.5828335285186768,5138,404
0,1.440000057220459,9.5,-2.940000057220459,49.5625,-60.375,28,-24,-29.0625,21.375,-0.33300018310546875,-0.3294602334499359,0.7451611757278442,0.4746595323085785,59528,405,1,1.9800000190734863,9.720000267028809,-3.4700000286102295,39.125,-79.0625,14.125,-16.0625,-28.1875,29.6875,0.12744194269180298,0.2745983302593231,0.7600740194320679,0.5750146508216858,5148,405
0,1.2400000095367432,9.529999732971191,-2.7300000190734863,50.75,-57.8125,27.5625,-24,-29.0625,21.375,-0.3290386497974396,-0.32684141397476196,0.7495684623718262,0.4722873568534851,59540,406,1,1.850000023841858,9.890000343322754,-3.069999933242798,42.875,-81.8125,16.4375,-16.0625,-28.1875,29.6875,0.1309223473072052,0.2800944745540619,0.7608755230903625,0.5705040693283081,5158,406
0,0.9399999976158142,9.59000015258789,-2.4600000381469727,51.5,-54.0625,27.4375,-24,-29.0625,21.375,-0.32527029514312744,-0.32435470819473267,0.7538775205612183,0.4697466790676117,59552,407,1,1.5700000524520874,10.079999923706055,-2.5799999237060547,41.5,-79.625,16.0625,-16.0625,-28.1875,29.6875,0.13427843153476715,0.28540271520614624,0.7616028785705566,0.5661056637763977,5168,407
0,0.5400000214576721,9.710000038146973,-2.3499999046325684,52.625,-51.25,27.1875,-24,-29.0625,21.375,-0.32165050506591797,-0.32201671600341797,0.7581064105033875,0.46703410148620605,59562,408,1,0.550000011920929,10.420000076293945,-1.8300000429153442,39.9375,-74.1875,13.5,-16.0625,-28.1875,29.6875,0.13738971948623657,0.29028233885765076,0.7623267769813538,0.5618879795074463,5178,408
0,0.1599999964237213,9.5,-2.4000000953674316,53.8125,-48.75,26.0625,-24,-29.0625,21.375,-0.3180462121963501,-0.3198772072792053,0.7622488737106323,0.464221715927124,59568,409,1,0.28999999165534973,10.65999984741211,-1.659999966621399,35.9375,-69.5625,11.1875,-13.0625,-26.375,31.5625,0.13738971948623657,0.29028233885765076,0.7623267769813538,0.5618879795074463,5188,409
0,-0.07000000029802322,9.460000038146973,-2.380000114440918,56.375,-47.0625,26.125,-24.375,-27.5625,23.875,-0.3142676055431366,-0.3174414038658142,0.766595721244812,0.46130019426345825,59578,410,1,-0.1599999964237213,10.609999656677246,-1.3799999952316284,33.6875,-67.4375,9.625,-13.0625,-26.375,31.5625,0.14355690777301788,0.2988937795162201,0.7634395360946655,0.5542688369750977,5198,410
0,-0.25999999046325684,9.489999771118164,-2.509999990463257,58.5625,-46.625,27.3125,-24.375,-27.5625,23.875,-0.3107893466949463,-0.3154279887676239,0.7708088159561157,0.4580053389072418,59590,411,1,-0.6600000262260437,10.649999618530273,-1.2200000286102295,29.8125,-64.8125,8.25,-13.0625,-26.375,31.5625,0.14654576778411865,0.3027961552143097,0.7638568878173828,0.5507826209068298,5208,411
0,-0.5799999833106995,9.479999542236328,-2.5399999618530273,61.25,-47.5,28.0625,-24.375,-27.5625,23.875,-0.30713385343551636,-0.3133595585823059,0.7751590013504028,0.4545361399650574,59602,412,1,-0.9300000071525574,10.770000457763672,-0.6499999761581421,29.625,-62.625,6.0625,-13.0625,-26.375,31.5625,0.14959217607975006,0.30650830268859863,0.7642567157745361,0.547344982624054,5218,412
0,-0.8500000238418579,9.489999771118164,-2.5,63.75,-50,28.5,-24.375,-27.5625,23.875,-0.3032209575176239,-0.3112165331840515,0.7796587347984314,0.45092523097991943,59611,413,1,-0.9399999976158142,10.550000190734863,-0.7099999785423279,28.6875,-66.0625,5.4375,-13.0625,-26.375,31.5625,0.15283621847629547,0.3102501928806305,0.7646083831787109,0.5438381433486938,5228,413
0,-1.059999942779541,9.489999771118164,-2.4200000762939453,67,-54,29.625,-24.375,-27.5625,23.875,-0.29900476336479187,-0.30889225006103516,0.7843458652496338,0.4471949338912964,59618,414,1,-0.9399999976158142,10.550000190734863,-0.6000000238418579,27.25,-73.375,4.625,-11,-24.25,33.5625,0.15283621847629547,0.3102501928806305,0.7646083831787109,0.5438381433486938,5238,414
0,-1.309999942779541,9.479999542236328,-2.2899999618530273,70.5625,-58.8125,31.625,-23.1875,-25.6875,26.375,-0.2938258647918701,-0.3051784932613373,0.7897409200668335,0.4436684846878052,59628,415,1,-1.1200000047683716,10.770000457763672,-0.38999998569488525,26.1875,-80.1875,4,-11,-24.25,33.5625,0.16094860434532166,0.3185402750968933,0.7647652626037598,0.5364342927932739,5248,415
0,-1.5800000429153442,9.430000305175781,-2.0299999713897705,74.875,-64.5,34.5,-23.1875,-25.6875,26.375,-0.28887680172920227,-0.3022433817386627,0.795036792755127,0.4394491910934448,59640,416,1,-1.309999942779541,10.770000457763672,-0.17000000178813934,23.5625,-85.5,3.125,-11,-24.25,33.5625,0.1657106727361679,0.3229374587535858,0.764588475227356,0.5325934886932373,5258,416
0,-1.5499999523162842,9.970000267028809,-1.7200000286102295,79.75,-72.0625,38.0625,-23.1875,-25.6875,26.375,-0.2833923399448395,-0.29895663261413574,0.8006764054298401,0.43500691652297974,59652,417,1,-1.2999999523162842,10.75,0.1599999964237213,18.4375,-89.4375,2.625,-11,-24.25,33.5625,0.1708330512046814,0.32738423347473145,0.7640796303749084,0.5289782285690308,5268,417
0,0.5400000214576721,11.6899995803833,1.059999942779541,86.625,-84.5,40.875,-23.1875,-25.6875,26.375,-0.27696940302848816,-0.2951573431491852,0.8068610429763794,0.4302852153778076,59662,418,1,-1.1799999475479126,10.619999885559082,0.5199999809265137,12.375,-92.25,2.0625,-11,-24.25,33.5625,0.17633794248104095,0.33180099725723267,0.7632155418395996,0.5256567597389221,5278,418
0,-0.3700000047683716,13.84000015258789,-0.009999999776482582,95.75,-104.625,39.875,-23.1875,-25.6875,26.375,-0.26886141300201416,-0.2908341884613037,0.8137253522872925,0.4254174828529358,59668,419,1,0.7699999809265137,14.619999885559082,0.9800000190734863,9.375,-92.0625,-0.375,-10,-24.6875,34.75,0.17633794248104095,0.33180099725723267,0.7632155418395996,0.5256567597389221,5288,419
0,-3.5299999713897705,14.470000267028809,-1.8700000047683716,94.75,-101.3125,35.875,-22.1875,-21.1875,28,-0.26031771302223206,-0.28583067655563354,0.8206263780593872,0.42084187269210815,59678,420,1,1.2599999904632568,15.6899995803833,1.149999976158142,15.125,-85.5,-2.875,-10,-24.6875,34.75,0.18719477951526642,0.3398436903953552,0.7616575360298157,0.5189818143844604,5298,420
0,-8.020000457763672,11.800000190734863,-0.03999999910593033,106.5,-98.625,39.25,-22.1875,-21.1875,28,-0.2522582709789276,-0.2819213569164276,0.8274535536766052,0.4149779975414276,59690,421,1,1.1799999475479126,14.09000015258789,-0.3400000035762787,0.0625,-88.375,4,-10,-24.6875,34.75,0.19268479943275452,0.34392741322517395,0.7601192593574524,0.5165319442749023,5308,421
0,-9.25,11.699999809265137,0.1599999964237213,115.4375,-109.5625,60.125,-22.1875,-21.1875,28,-0.2439565658569336,-0.27630507946014404,0.8352017998695374,0.40814048051834106,59702,422,1,-1.3300000429153442,12.1899995803833,0.25,-32.625,-115.4375,15.5625,-10,-24.6875,34.75,0.2003728747367859,0.3494166135787964,0.7563267350196838,0.5154886841773987,5318,422
0,-10.029999732971191,13.25,-0.28999999165534973,124.6875,-144.8125,79.9375,-22.1875,-21.1875,28,-0.23351514339447021,-0.26818230748176575,0.844218909740448,0.4010528028011322,59711,423,1,-3.869999885559082,13.720000267028809,3.069999933242798,-66.0625,-113.875,15.6875,-10,-24.6875,34.75,0.2089250534772873,0.3542509377002716,0.7509827017784119,0.516605794429779,5328,423
0,-9.949999809265137,14.40999984741211,-0.5699999928474426,131.4375,-195.875,87.75,-22.1875,-21.1875,28,-0.2195429652929306,-0.25787296891212463,0.8543071746826172,0.39428624510765076,59718,424,1,-6.179999828338623,14.630000114440918,4.880000114440918,-88.875,-72.3125,2.4375,-8.1875,-25.75,34.75,0.2089250534772873,0.3542509377002716,0.7509827017784119,0.516605794429779,5338,424
0,-4.409999847412109,14.420000076293945,-1.309999942779541,142.1875,-255.125,91.125,-19.5625,-20.5625,33.0625,-0.20099110901355743,-0.24530313909053802,0.865488588809967,0.38776084780693054,59728,425,1,-7.340000152587891,13.960000038146973,5.110000133514404,-111.125,-42.625,-15.75,-8.1875,-25.75,34.75,0.22277724742889404,0.3547956645488739,0.7405359745025635,0.5254491567611694,5348,425
0,0.029999999329447746,13.75,-2.5199999809265137,148.1875,-302.6875,97,-19.5625,-20.5625,33.0625,-0.1788971722126007,-0.23071692883968353,0.8770905137062073,0.38141536712646484,59742,426,1,-7.170000076293945,11.729999542236328,2.609999895095825,-149.9375,-61.9375,-32.3125,-8.1875,-25.75,34.75,0.232545867562294,0.352664053440094,0.7335875630378723,0.5323530435562134,5358,426
0,5.010000228881836,12.399999618530273,-5.070000171661377,154.75,-324.3125,100.3125,-19.5625,-20.5625,33.0625,-0.15497219562530518,-0.21509334444999695,0.8885113000869751,0.3745212256908417,59752,427,1,-6.510000228881836,11.420000076293945,1.4700000286102295,-188,-106.5625,-46.625,-8.1875,-25.75,34.75,0.246826171875,0.350830078125,0.72430419921875,0.539794921875,5368,427
0,14.199999809265137,7.610000133514404,-7.300000190734863,158.9375,-303.9375,96.3125,-19.5625,-20.5625,33.0625,-0.13226331770420074,-0.2001955211162567,0.8988656997680664,0.36669960618019104,59762,428,1,-5.21999979019165,11.760000228881836,0.75,-200.3125,-144.9375,-53,-8.1875,-25.75,34.75,0.2639814615249634,0.349920392036438,0.7135738730430603,0.5465179085731506,5378,428
0,16.6299991607666,8.029999732971191,-5.289999961853027,171.25,-252.9375,84.5,-19.5625,-20.5625,33.0625,-0.1127348393201828,-0.187810018658638,0.908104419708252,0.3568817377090454,59768,429,1,-3.319999933242798,12.8100004196167,-0.1599999964237213,-191.125,-172.625,-47.375,-5.1875,-26.5625,34.375,0.2639814615249634,0.349920392036438,0.7135738730430603,0.5465179085731506,5388,429
0,15.15999984741211,11.470000267028809,-5.269999980926514,189.25,-191.3125,72.5,-14.6875,-16,38.75,-0.09723150730133057,-0.1782272458076477,0.916527509689331,0.34461337327957153,59778,430,1,2.0399999618530273,15.6899995803833,-4.119999885559082,-171.0625,-208.375,-28.625,-5.1875,-26.5625,34.375,0.30084019899368286,0.3545507490634918,0.689814567565918,0.5549277663230896,5398,430
0,12.550000190734863,14,-9.149999618530273,197.4375,-91.625,68.75,-14.6875,-16,38.75,-0.0891726091504097,-0.1718144416809082,0.9238917231559753,0.33007901906967163,59792,431,1,4.769999980926514,16.280000686645508,-5.690000057220459,-147.125,-254.3125,2.75,-5.1875,-26.5625,34.375,0.3198142349720001,0.3627816438674927,0.6761873960494995,0.5557687878608704,5408,431
0,6.800000190734863,12.829999923706055,-10.539999961853027,199.6875,13.3125,73.6875,-14.6875,-16,38.75,-0.08935729414224625,-0.16797217726707458,0.9302558302879333,0.31372711062431335,59802,432,1,6.539999961853027,15.800000190734863,-6.519999980926514,-137.875,-279.875,32.9375,-5.1875,-26.5625,34.375,0.3383869528770447,0.3739713132381439,0.6609044075012207,0.5557383298873901,5418,432
0,3.3499999046325684,10.149999618530273,-10.270000457763672,199.6875,83.25,87,-14.6875,-16,38.75,-0.09533717483282089,-0.164795383810997,0.9359766840934753,0.29614338278770447,59812,433,1,7.920000076293945,12.460000038146973,-8.010000228881836,-150.25,-262.875,52.625,-5.1875,-26.5625,34.375,0.3552227318286896,0.38482463359832764,0.6444668173789978,0.557125985622406,5428,433
0,-0.27000001072883606,7.440000057220459,-9.9399995803833,192.375,121.4375,101.8125,-14.6875,-16,38.75,-0.10479714721441269,-0.16125454008579254,0.9410380721092224,0.27831974625587463,59818,434,1,7.559999942779541,11.09000015258789,-7.989999771118164,-158.625,-207.6875,47.9375,-0.75,-29.5,30.1875,0.3552227318286896,0.38482463359832764,0.6444668173789978,0.557125985622406,5438,434
0,-3.359999895095825,5.949999809265137,-9.720000267028809,181.875,125.125,109.4375,-7.5625,-7,42.875,-0.1148051843047142,-0.1571018248796463,0.9454795718193054,0.26116499304771423,59828,435,1,6.550000190734863,10.770000457763672,-6.989999771118164,-150.875,-136.9375,33.1875,-0.75,-29.5,30.1875,0.37994498014450073,0.3958141803741455,0.616456925868988,0.5647599697113037,5448,435
0,-5.889999866485596,4.989999771118164,-9.270000457763672,169.5,96.5,110.0625,-7.5625,-7,42.875,-0.12267942726612091,-0.15203703939914703,0.9495753645896912,0.24523678421974182,59842,436,1,4.940000057220459,11.34000015258789,-5.340000152587891,-135.5625,-64,30.625,-0.75,-29.5,30.1875,0.38636136054992676,0.39606618881225586,0.6068254113197327,0.5706307291984558,5458,436
0,-5.519999980926514,5.010000228881836,-9.569999694824219,152.6875,33.5625,110.1875,-7.5625,-7,42.875,-0.12567254900932312,-0.14544813334941864,0.9536831378936768,0.23138642311096191,59852,437,1,2.049999952316284,12.880000114440918,-1.340000033378601,-130.5,-3.0625,34.4375,-0.75,-29.5,30.1875,0.3891586661338806,0.3937362730503082,0.5992408394813538,0.5783059000968933,5468,437
0,-4.119999885559082,4.960000038146973,-9.550000190734863,133.0625,-51.3125,107.125,-7.5625,-7,42.875,-0.12201343476772308,-0.13721171021461487,0.9580404758453369,0.2201002687215805,59862,438,1,1.190000057220459,12.729999542236328,-0.18000000715255737,-145.375,44.625,33,-0.75,-29.5,30.1875,0.39007943868637085,0.38837045431137085,0.5924739837646484,0.5882014632225037,5478,438
0,-2.180000066757202,4.949999809265137,-9.1899995803833,117.1875,-126.8125,97.1875,-7.5625,-7,42.875,-0.1121818944811821,-0.12817300856113434,0.9625182151794434,0.21105821430683136,59868,439,1,0.7200000286102295,12.079999923706055,0.23999999463558197,-169.25,75.1875,28,4.375,-20.25,23.875,0.39043450355529785,0.3804249167442322,0.5855602025985718,0.5999642014503479,5488,439
0,1.4800000190734863,3.9700000286102295,-8.680000305175781,101.5625,-172.0625,78.875,-11.875,5.25,43,-0.09844670444726944,-0.1196862980723381,0.966645359992981,0.20391224324703217,59878,440,1,-0.25999999046325684,11.600000381469727,0.029999999329447746,-184.625,90.625,22.6875,4.375,-20.25,23.875,0.3906867802143097,0.3707892596721649,0.578370213508606,0.6126720309257507,5498,440
0,2.7300000190734863,3.1700000762939453,-8.1899995803833,83.9375,-185.5,55.6875,-11.875,5.25,43,-0.0834360346198082,-0.11261118203401566,0.9700431227684021,0.19842761754989624,59892,441,1,-2.0299999713897705,11.109999656677246,-0.8600000143051147,-186.5625,91.5,19.5625,4.375,-20.25,23.875,0.3909861743450165,0.3608351945877075,0.5710375905036926,0.6251750588417053,5508,441
0,3.6500000953674316,2.2899999618530273,-7.820000171661377,64.9375,-171.5625,34.5625,-11.875,5.25,43,-0.06933741271495819,-0.10730209201574326,0.9725549221038818,0.1944621503353119,59902,442,1,-2.390000104904175,10.720000267028809,-1.1200000047683716,-182.4375,84.5625,14.875,4.375,-20.25,23.875,0.3916023373603821,0.3510138988494873,0.5636608004570007,0.6369641423225403,5518,442
0,4.199999809265137,1.4800000190734863,-7.329999923706055,42.75,-138.625,20,-11.875,5.25,43,-0.05786094069480896,-0.10363700240850449,0.9741756319999695,0.19207635521888733,59912,443,1,-2.6700000762939453,10.430000305175781,-1.3200000524520874,-177.8125,75.8125,8,4.375,-20.25,23.875,0.3928138315677643,0.3413622975349426,0.5562624931335449,0.6478742957115173,5528,443
0,4.159999847412109,0.8500000238418579,-6.25,21.5625,-89.4375,13.5625,-11.875,5.25,43,-0.05053742602467537,-0.10119692981243134,0.9750427603721619,0.1910412460565567,59918,444,1,-2.450000047683716,9.470000267028809,-1.190000057220459,-171.375,64.625,7.125,3.0625,-37.0625,18,0.39427798986434937,0.332450807094574,0.5487543940544128,0.6579437255859375,5538,444
0,3.690000057220459,0.8299999833106995,-6.25,1.125,-28.6875,13.375,-7.1875,4.75,44.375,-0.04834102839231491,-0.09961181879043579,0.9753046631813049,0.19110576808452606,59928,445,1,-2.190000057220459,8.9399995803833,-0.8299999833106995,-161.375,53.0625,10.875,3.0625,-37.0625,18,0.3956855535507202,0.324580579996109,0.5411913990974426,0.6672272682189941,5548,445
0,2.9200000762939453,0.6299999952316284,-6.190000057220459,-42.375,76.125,20.5625,-7.1875,4.75,44.375,-0.05126972123980522,-0.09863318502902985,0.9749792218208313,0.1925055980682373,59942,446,1,-2.180000066757202,8.670000076293945,-0.5899999737739563,-145.4375,39.9375,15.5,3.0625,-37.0625,18,0.39696651697158813,0.31817135214805603,0.533866286277771,0.6754046082496643,5558,446
0,1.9700000286102295,0.23999999463558197,-6.809999942779541,-50.6875,91.0625,22.53125,-7.1875,4.75,44.375,-0.05822655186057091,-0.09802079945802689,0.9741045832633972,0.19524815678596497,59952,447,1,-2.3499999046325684,8.449999809265137,-0.4699999988079071,-129.875,29.1875,18.0625,3.0625,-37.0625,18,0.3980729877948761,0.31292858719825745,0.5269187688827515,0.682620108127594,5568,447
0,0.03999999910593033,-0.4099999964237213,-7.050000190734863,-59,106,24.5,-7.1875,4.75,44.375,-0.06786998361349106,-0.09741051495075226,0.972762405872345,0.19909341633319855,59962,448,1,-1.809999942779541,7.820000171661377,0.10999999940395355,-117.375,19.3125,18.8125,3.0625,-37.0625,18,0.3991721272468567,0.3087175190448761,0.5202665328979492,0.6889686584472656,5578,448
0,-0.8299999833106995,-0.41999998688697815,-6.940000057220459,-70.3125,116.1875,25.875,-7.1875,4.75,44.375,-0.07842851430177689,-0.09686074405908585,0.9710487723350525,0.20379208028316498,59968,449,1,-1.7999999523162842,7.440000057220459,0.18000000715255737,-106.125,15.9375,16.4375,1,-39.1875,12.6875,0.40027591586112976,0.3048762083053589,0.5141696333885193,0.6945928931236267,5588,449
0,-1.590000033378601,-0.4300000071525574,-6.960000038146973,-97.5,99.125,24.4375,-6,5.0625,46.5,-0.08776620030403137,-0.09588365256786346,0.9688460230827332,0.21080976724624634,59978,450,1,-1.899999976158142,7.340000152587891,-0.009999999776482582,-96,14.375,13.6875,1,-39.1875,12.6875,0.40131431818008423,0.30139774084091187,0.5086773037910461,0.6995381712913513,5598,450
0,-2.0199999809265137,-0.07000000029802322,-6.599999904632568,-110.125,79.75,20.6875,-6,5.0625,46.5,-0.09710843861103058,-0.0949111357331276,0.9665066599845886,0.2177768051624298,59992,451,1,-1.690000057220459,7.28000020980835,-0.44999998807907104,-88.0625,11.75,10.75,1,-39.1875,12.6875,0.40239909291267395,0.29815253615379333,0.5035939812660217,0.7039695382118225,5608,451
0,-1.9299999475479126,1.0299999713897705,-6.139999866485596,-117.90625,69.59375,18.5,-6,5.0625,46.5,-0.10485798865556717,-0.09381067007780075,0.9639244675636292,0.22595126926898956,60002,452,1,-1.4800000190734863,7.25,-0.46000000834465027,-81.9375,8,6.9375,1,-39.1875,12.6875,0.4036928117275238,0.2951706349849701,0.4987870752811432,0.7078967690467834,5618,452
0,-1.649999976158142,1.600000023841858,-6.300000190734863,-125.6875,59.4375,16.3125,-6,5.0625,46.5,-0.11102358251810074,-0.09246879070997238,0.9610650539398193,0.23553600907325745,60012,453,1,-1.309999942779541,7.230000019073486,-0.3799999952316284,-77.3125,3.125,3.125,1,-39.1875,12.6875,0.4052775502204895,0.29248344898223877,0.4942066967487335,0.7113109827041626,5628,453
0,-1.3799999952316284,2,-6.400000095367432,-142.1875,41,12.375,-6,5.0625,46.5,-0.11566011607646942,-0.09094119817018509,0.9578732848167419,0.24663986265659332,60018,454,1,-1.0099999904632568,7.360000133514404,-0.05999999865889549,-72.125,-2.8125,-0.375,1.0625,-42.25,9.875,0.40717411041259766,0.2901672422885895,0.48975640535354614,0.7142484784126282,5638,454
